clip_name,context_word,clip_genre,TSNE1,TSNE2
80s_LOW_06,videogame,80s,20.234482,-5.6978745
Ele_MED_19,bar,Electronic,35.32055,3.5782568
80s_MED_08,concert,80s,39.548195,18.682137
Ele_LOW_09,concert,Electronic,28.73672,22.805317
Ele_LOW_14,movie,Electronic,32.00324,-1.3264972
Met_LOW_09,movie,Metal,1.6984667,21.64273
Met_LOW_14,videogame,Metal,-20.580505,-38.450954
Ele_MED_20,videogame,Electronic,35.15886,-21.199106
Jaz_LOW_21,videogame,Jazz,-15.030525,-20.709848
Jaz_LOW_19,bar,Jazz,48.761253,4.406517
Met_MED_20,bar,Metal,-52.3692,3.5895095
Jaz_MED_07,concert,Jazz,-8.605546,20.933773
80s_LOW_02,movie,80s,29.121576,-0.71602213
80s_LOW_06,videogame,80s,32.832367,40.657658
Jaz_LOW_19,bar,Jazz,1.9634864,-12.030874
Ele_LOW_14,movie,Electronic,-28.345488,7.956198
Met_MED_19,concert,Metal,7.798046,24.66054
Jaz_MED_07,concert,Jazz,47.357784,0.22513705
Ele_LOW_09,concert,Electronic,7.4362493,24.473154
Met_LOW_14,videogame,Metal,-51.224266,-12.087228
Met_MED_20,bar,Metal,-2.9778638,7.367481
80s_LOW_02,movie,80s,18.87399,43.4944
Jaz_LOW_21,videogame,Jazz,31.059805,17.637655
80s_MED_08,concert,80s,-38.59842,16.131739
Ele_MED_20,videogame,Electronic,26.806759,-23.265583
Jaz_MED_02,movie,Jazz,50.548626,6.368502
Ele_MED_19,bar,Electronic,11.622738,-8.977013
Jaz_MED_07,concert,Jazz,-8.405268,16.598936
Ele_LOW_09,concert,Electronic,12.560918,17.28555
80s_LOW_06,videogame,80s,6.194036,-15.206574
Jaz_LOW_21,videogame,Jazz,-40.59461,22.384626
Met_MED_19,concert,Metal,-6.582426,-0.27748725
Ele_MED_20,videogame,Electronic,-21.517153,21.59493
80s_LOW_02,movie,80s,18.784126,-22.238276
Met_LOW_14,videogame,Metal,-5.759488,-0.2019345
Ele_MED_19,bar,Electronic,-18.768469,3.1855578
Met_MED_20,bar,Metal,-6.4235654,-1.554901
Ele_LOW_14,movie,Electronic,-26.573673,-35.29756
Jaz_LOW_19,bar,Jazz,38.233643,20.922575
80s_LOW_02,movie,80s,13.633221,-4.335491
Jaz_MED_02,movie,Jazz,38.633057,-14.062985
80s_LOW_06,videogame,80s,30.801563,-15.814054
Jaz_LOW_21,videogame,Jazz,-8.063246,-31.660126
Met_MED_20,bar,Metal,13.161013,4.773608
Met_MED_19,concert,Metal,12.4510765,19.68916
Jaz_MED_07,concert,Jazz,33.75466,-17.625078
Ele_MED_19,bar,Electronic,13.66278,-4.0588884
80s_LOW_02,movie,80s,28.965248,-14.347472
Ele_LOW_14,movie,Electronic,-26.282608,26.195036
Jaz_LOW_19,bar,Jazz,38.342583,24.765863
Ele_LOW_09,concert,Electronic,6.002833,-10.886954
Ele_MED_19,bar,Electronic,21.251654,-0.19840154
80s_MED_08,concert,80s,28.652962,-21.25044
Ele_MED_20,videogame,Electronic,21.796873,-15.558626
Met_MED_20,bar,Metal,-24.256247,33.195286
Jaz_MED_07,concert,Jazz,25.854614,-13.27001
Met_MED_19,concert,Metal,-24.496231,33.18478
Met_LOW_09,movie,Metal,31.492393,-25.641312
80s_MED_13,bar,80s,-15.514645,7.7311444
Jaz_MED_02,movie,Jazz,19.938763,7.4912925
Jaz_MED_07,concert,Jazz,19.549553,19.979254
Ele_LOW_14,movie,Electronic,-40.373337,-24.43784
Ele_LOW_09,concert,Electronic,15.387997,27.006784
Met_MED_20,bar,Metal,-29.111326,-13.71045
Jaz_LOW_21,videogame,Jazz,18.859749,-5.216817
80s_MED_08,concert,80s,19.57073,3.4740195
80s_MED_13,bar,80s,-22.453691,-29.04365
Met_LOW_09,movie,Metal,17.847805,25.971611
80s_LOW_02,movie,80s,9.316561,-26.69341
80s_LOW_06,videogame,80s,-29.197792,-31.1205
Jaz_LOW_19,bar,Jazz,-36.542736,-31.89339
Met_MED_19,concert,Metal,-35.896973,-8.026228
Ele_MED_20,videogame,Electronic,23.208597,-33.69837
Ele_MED_19,bar,Electronic,-31.70961,9.271113
Met_LOW_14,videogame,Metal,-47.384995,-15.090343
Jaz_MED_02,movie,Jazz,25.066088,39.46545
80s_MED_13,bar,80s,16.426434,-2.5450354
Jaz_LOW_19,bar,Jazz,44.01648,4.0921674
Jaz_MED_07,concert,Jazz,50.28857,11.547602
Jaz_MED_02,movie,Jazz,31.53196,-0.7408454
Ele_LOW_09,concert,Electronic,-18.713743,23.973898
80s_LOW_02,movie,80s,-3.209176,41.902466
80s_MED_08,concert,80s,42.397205,24.131216
80s_LOW_06,videogame,80s,35.111267,30.392258
Met_LOW_09,movie,Metal,-19.539713,26.24454
Met_LOW_09,movie,Metal,-10.997589,-40.65241
Jaz_MED_02,movie,Jazz,-3.5533712,2.4193013
Jaz_LOW_21,videogame,Jazz,-4.7670736,-28.699503
Met_MED_20,bar,Metal,-10.130393,17.096693
80s_MED_13,bar,80s,-26.488018,-28.562044
80s_LOW_02,movie,80s,32.375633,-21.537094
Jaz_MED_07,concert,Jazz,-8.303592,-38.08736
Ele_MED_20,videogame,Electronic,36.53904,-21.522068
80s_LOW_06,videogame,80s,-8.607521,-13.826708
Met_MED_19,concert,Metal,-9.502161,-41.842968
Ele_LOW_09,concert,Electronic,16.554976,-38.96268
80s_MED_08,concert,80s,45.53632,-1.4798051
Ele_LOW_14,movie,Electronic,-9.458958,-13.866095
Ele_MED_19,bar,Electronic,-5.2232084,41.882168
80s_LOW_02,movie,80s,47.052113,-1.7850313
Met_MED_20,bar,Metal,-3.0697274,-2.7338314
80s_MED_08,concert,80s,-1.0290412,-1.8935843
Jaz_MED_07,concert,Jazz,-21.55722,-3.1248362
Met_MED_19,concert,Metal,-3.6650546,-3.3478036
Met_LOW_14,videogame,Metal,-26.944473,-21.945847
Jaz_MED_02,movie,Jazz,-5.549836,-4.948452
Jaz_LOW_21,videogame,Jazz,-27.0626,-23.261047
Ele_LOW_09,concert,Electronic,-32.36338,-12.0354185
Jaz_LOW_19,bar,Jazz,-10.172342,-5.613924
80s_LOW_06,videogame,80s,-12.798178,-34.5885
80s_MED_13,bar,80s,-11.084273,-3.4063175
Met_LOW_09,movie,Metal,-3.5647118,-4.747138
Ele_MED_19,bar,Electronic,3.8751826,-1.247755
Ele_LOW_14,movie,Electronic,-27.002657,-20.89386
Ele_MED_20,videogame,Electronic,-2.7586575,-4.4122157
Jaz_LOW_21,videogame,Jazz,-20.94454,17.19431
Jaz_MED_07,concert,Jazz,9.145712,-1.8470186
Jaz_MED_02,movie,Jazz,-22.157661,3.0218718
Ele_MED_20,videogame,Electronic,-24.66598,-11.213528
Ele_MED_19,bar,Electronic,10.856302,-12.4529
80s_LOW_02,movie,80s,12.293884,-19.01765
80s_LOW_06,videogame,80s,-10.809561,11.102067
Met_LOW_09,movie,Metal,-32.357307,22.427214
80s_MED_13,bar,80s,18.96668,-11.485919
Jaz_LOW_21,videogame,Jazz,-6.8236165,6.9274054
Met_MED_19,concert,Metal,11.895469,2.7831464
Jaz_MED_07,concert,Jazz,48.67559,1.1894368
Met_MED_20,bar,Metal,-19.618933,10.331481
80s_LOW_06,videogame,80s,-40.87978,-2.039673
Met_MED_20,bar,Metal,27.877483,6.4078765
Jaz_MED_07,concert,Jazz,25.595049,4.1351104
Ele_LOW_09,concert,Electronic,-37.968227,-18.200653
Jaz_MED_02,movie,Jazz,-26.852987,-13.691279
Ele_LOW_14,movie,Electronic,-36.923237,-33.398182
Jaz_LOW_19,bar,Jazz,-25.832617,-19.95785
Ele_MED_19,bar,Electronic,25.71731,-18.322191
Jaz_LOW_21,videogame,Jazz,-14.18355,-20.68458
80s_LOW_06,videogame,80s,-11.584226,12.765474
80s_MED_08,concert,80s,-10.771308,14.21777
Ele_MED_19,bar,Electronic,-12.593552,11.37497
Ele_MED_20,videogame,Electronic,-13.372522,10.016571
Jaz_LOW_19,bar,Jazz,-13.373823,12.350777
Jaz_LOW_21,videogame,Jazz,-15.232456,-20.694036
80s_LOW_02,movie,80s,-13.605651,13.644741
Met_LOW_09,movie,Metal,-14.388052,12.460789
Ele_LOW_09,concert,Electronic,-13.443899,14.179071
Met_LOW_14,videogame,Metal,-26.091215,7.92534
Jaz_MED_02,movie,Jazz,51.94906,11.50721
Met_MED_20,bar,Metal,19.236311,-15.710434
80s_LOW_02,movie,80s,51.5192,11.23669
Met_MED_19,concert,Metal,-12.577491,21.85474
80s_LOW_06,videogame,80s,17.06653,4.9096107
Met_LOW_09,movie,Metal,-17.354898,-2.7222345
Ele_LOW_09,concert,Electronic,3.690456,9.715346
Jaz_MED_07,concert,Jazz,29.88201,15.097785
Ele_MED_20,videogame,Electronic,-25.953499,-26.863663
Ele_LOW_14,movie,Electronic,-14.101687,-14.884896
Jaz_MED_02,movie,Jazz,29.450247,-5.8900647
80s_MED_13,bar,80s,-11.787378,-17.906597
80s_MED_08,concert,80s,31.556515,-7.8730674
80s_LOW_06,videogame,80s,29.563908,-5.6465607
Met_LOW_14,videogame,Metal,-32.48267,-11.937865
Ele_LOW_09,concert,Electronic,-15.948386,-4.8716865
Jaz_LOW_21,videogame,Jazz,-3.526023,25.353115
Met_MED_20,bar,Metal,-26.438454,-16.769873
Ele_MED_19,bar,Electronic,7.996611,-22.661367
80s_LOW_02,movie,80s,26.072937,-30.373707
Jaz_MED_07,concert,Jazz,36.90951,26.32396
Ele_MED_20,videogame,Electronic,-25.930635,23.980478
Ele_LOW_14,movie,Electronic,-34.349285,16.959293
Ele_MED_19,bar,Electronic,42.945194,-6.5259037
Jaz_LOW_19,bar,Jazz,9.0799465,33.92756
Jaz_LOW_21,videogame,Jazz,-8.798479,-18.867239
Met_MED_20,bar,Metal,6.522634,35.565887
Met_LOW_09,movie,Metal,-38.675114,5.118629
80s_MED_13,bar,80s,22.924372,39.073856
80s_LOW_02,movie,80s,-36.183456,17.71163
Jaz_MED_02,movie,Jazz,-3.9046593,42.11983
Met_LOW_14,videogame,Metal,-20.287342,-32.724148
Ele_MED_19,bar,Electronic,-17.324314,11.491131
80s_MED_13,bar,80s,-7.5910625,2.846482
80s_LOW_06,videogame,80s,-14.751837,14.855383
Met_LOW_09,movie,Metal,-18.177681,24.777256
Met_LOW_14,videogame,Metal,-16.763842,21.927423
Ele_LOW_14,movie,Electronic,2.7667713,-3.2491431
Jaz_MED_07,concert,Jazz,30.62585,-24.029924
Met_MED_19,concert,Metal,-14.806629,11.005281
Ele_MED_20,videogame,Electronic,-7.518272,2.9554346
Met_MED_20,bar,Metal,4.316699,-15.389543
Jaz_MED_02,movie,Jazz,27.251856,-26.72916
Ele_LOW_09,concert,Electronic,-16.975191,22.22021
Met_LOW_14,videogame,Metal,-15.567185,26.085348
80s_MED_13,bar,80s,-14.733601,15.772451
80s_LOW_06,videogame,80s,-15.567185,26.085348
80s_LOW_02,movie,80s,45.255432,14.580337
80s_MED_08,concert,80s,41.763737,24.055706
Ele_MED_19,bar,Electronic,-17.043257,22.30437
Jaz_MED_02,movie,Jazz,45.255432,14.580337
Met_LOW_09,movie,Metal,-14.243285,16.09941
80s_MED_13,bar,80s,8.399373,-8.058016
80s_MED_08,concert,80s,7.1425614,-1.2564011
Jaz_MED_02,movie,Jazz,31.403265,-8.584082
Ele_LOW_14,movie,Electronic,-34.461792,-27.43929
Ele_MED_20,videogame,Electronic,15.786927,-18.981812
Jaz_MED_07,concert,Jazz,46.386383,8.218941
Ele_LOW_09,concert,Electronic,30.064848,30.258871
Ele_MED_19,bar,Electronic,14.431632,-10.328277
Jaz_LOW_21,videogame,Jazz,-16.725618,-14.954729
80s_LOW_02,movie,80s,51.07327,12.605028
Met_LOW_09,movie,Metal,14.17409,26.616774
Met_MED_20,bar,Metal,-29.046082,-16.658535
Met_MED_19,concert,Metal,-29.993975,-17.189308
80s_MED_13,bar,80s,-11.245422,-3.9780369
Ele_LOW_09,concert,Electronic,12.248137,3.778163
Jaz_MED_07,concert,Jazz,45.257698,0.31367514
Met_MED_19,concert,Metal,-31.469467,-8.5299425
Met_LOW_09,movie,Metal,-25.917858,-11.248462
80s_LOW_06,videogame,80s,9.417693,-41.256435
Met_MED_20,bar,Metal,-41.83052,6.5856414
Jaz_LOW_19,bar,Jazz,16.48235,16.607765
Ele_LOW_14,movie,Electronic,-35.760784,-16.246569
80s_MED_13,bar,80s,2.8989356,14.231185
Jaz_MED_07,concert,Jazz,9.879354,30.605282
80s_LOW_02,movie,80s,-36.39885,12.949372
Ele_LOW_09,concert,Electronic,4.604329,15.04616
Ele_MED_19,bar,Electronic,16.622557,16.76693
80s_MED_08,concert,80s,5.0041623,31.445162
Jaz_MED_02,movie,Jazz,-2.6054502,45.814278
Jaz_LOW_21,videogame,Jazz,-36.992233,-29.393606
Met_LOW_14,videogame,Metal,-48.984486,-13.60257
Met_MED_19,concert,Metal,1.9497224,2.0416484
Ele_MED_20,videogame,Electronic,-28.93091,10.360642
80s_LOW_02,movie,80s,-4.647922,38.131767
Met_MED_20,bar,Metal,-2.0994976,25.167881
80s_LOW_06,videogame,80s,-39.86174,19.301235
Met_LOW_14,videogame,Metal,-40.54734,-24.100525
Ele_LOW_14,movie,Electronic,-22.062857,-17.072174
Jaz_MED_07,concert,Jazz,29.589508,14.993473
Jaz_LOW_19,bar,Jazz,-38.186035,-28.093042
Ele_MED_19,bar,Electronic,14.347555,13.835367
Ele_LOW_09,concert,Electronic,23.366688,25.95568
Ele_MED_20,videogame,Electronic,-22.267147,-30.849771
Met_LOW_09,movie,Metal,-44.658077,-6.49254
Jaz_LOW_21,videogame,Jazz,-25.53417,-34.52623
Met_MED_19,concert,Metal,15.952089,28.492086
Jaz_MED_02,movie,Jazz,48.88087,8.416702
80s_MED_13,bar,80s,38.043076,3.012893
80s_MED_08,concert,80s,-19.326054,-10.969982
Ele_LOW_09,concert,Electronic,23.925125,22.864225
80s_MED_08,concert,80s,-16.55942,-17.469347
Met_MED_19,concert,Metal,-27.341345,-15.207741
Ele_MED_19,bar,Electronic,-8.775687,-0.49728727
Met_LOW_14,videogame,Metal,12.35375,-7.0582786
Jaz_MED_07,concert,Jazz,-24.320053,0.9405458
80s_LOW_06,videogame,80s,-41.96917,16.30797
Ele_MED_20,videogame,Electronic,-29.090841,-25.00931
Jaz_MED_02,movie,Jazz,-2.5392811,25.526556
Ele_LOW_14,movie,Electronic,-21.633524,-27.71693
Met_LOW_09,movie,Metal,-11.100683,-37.375244
Met_MED_20,bar,Metal,-26.202375,-13.433574
80s_LOW_02,movie,80s,-24.606207,1.2772686
Jaz_LOW_19,bar,Jazz,-40.810368,-31.627047
80s_LOW_06,videogame,80s,-39.703224,13.487738
Ele_MED_20,videogame,Electronic,1.1590048,10.072283
Jaz_MED_07,concert,Jazz,46.04262,1.4958973
Met_MED_20,bar,Metal,-1.1215028,11.690698
Met_LOW_09,movie,Metal,-15.6268015,25.30121
Jaz_LOW_21,videogame,Jazz,10.989516,-16.53345
Met_LOW_14,videogame,Metal,-12.983995,16.386059
Ele_LOW_14,movie,Electronic,-29.6963,-38.170452
80s_LOW_02,movie,80s,43.71176,3.909425
80s_MED_08,concert,80s,-43.315926,17.175545
Jaz_MED_02,movie,Jazz,26.28335,11.5115
Jaz_MED_07,concert,Jazz,19.9853,45.20018
80s_LOW_02,movie,80s,23.194666,-16.941801
Met_LOW_14,videogame,Metal,-48.064377,-0.21696372
Jaz_LOW_21,videogame,Jazz,-8.189546,6.0728445
Jaz_LOW_19,bar,Jazz,42.985424,-8.698918
80s_MED_08,concert,80s,17.358974,1.8060259
Ele_MED_19,bar,Electronic,25.556932,-17.708635
80s_LOW_06,videogame,80s,40.5493,2.5213604
Ele_MED_20,videogame,Electronic,31.702438,-21.980831
Met_MED_19,concert,Metal,15.453976,-6.024923
Ele_LOW_09,concert,Electronic,-22.155773,-28.43253
Ele_LOW_14,movie,Electronic,-22.108315,-23.899635
Met_LOW_09,movie,Metal,1.1934597,17.9611
Met_MED_20,bar,Metal,-41.58625,-21.005524
Jaz_MED_02,movie,Jazz,51.26152,8.18359
Met_LOW_14,bar,Metal,35.98695,20.113012
Met_MED_20,concert,Metal,15.463313,23.869137
Ele_MED_20,movie,Electronic,21.721863,-24.73784
80s_MED_08,bar,80s,-3.0804226,-15.745337
Jaz_MED_07,bar,Jazz,-22.582392,-2.0605066
80s_LOW_02,concert,80s,12.293982,-19.091156
Jaz_LOW_19,movie,Jazz,-39.757584,-29.465979
80s_MED_13,videogame,80s,-9.9045725,-14.684483
Ele_LOW_09,bar,Electronic,30.097267,20.355844
Ele_LOW_14,concert,Electronic,-31.15914,-26.14766
80s_LOW_06,movie,80s,-17.723038,-11.171017
Met_MED_19,movie,Metal,0.03617068,29.179478
Ele_MED_19,videogame,Electronic,16.453674,-13.147565
Met_LOW_09,videogame,Metal,-53.713425,3.1763766
Jaz_MED_02,videogame,Jazz,30.222792,-8.19273
80s_LOW_02,concert,80s,22.21985,-7.479055
Ele_LOW_14,concert,Electronic,31.368155,-0.59104997
Met_MED_20,concert,Metal,-6.4863014,16.452751
Jaz_MED_07,bar,Jazz,35.07442,2.9249065
Jaz_LOW_19,movie,Jazz,-25.966581,24.090897
Jaz_MED_02,videogame,Jazz,4.81129,25.653408
Ele_MED_19,videogame,Electronic,-10.729279,-5.466787
80s_MED_13,videogame,80s,-19.433868,7.625013
Met_MED_19,movie,Metal,9.589321,16.200134
Jaz_LOW_21,concert,Jazz,-19.419634,23.432064
Ele_LOW_09,bar,Electronic,30.200663,17.251812
80s_MED_13,videogame,80s,23.206577,-35.015392
Met_LOW_14,bar,Metal,-52.74403,-13.223716
Met_MED_19,movie,Metal,-43.023266,-0.16509128
Jaz_MED_02,videogame,Jazz,30.332884,10.455888
Ele_LOW_14,concert,Electronic,25.443897,23.136303
Jaz_LOW_19,movie,Jazz,25.622486,38.658096
Met_LOW_09,videogame,Metal,-46.373318,-13.497759
Jaz_MED_07,bar,Jazz,29.350742,9.798936
Ele_MED_19,videogame,Electronic,-35.12817,13.8522
Ele_MED_20,movie,Electronic,-31.247423,8.243945
Met_MED_20,concert,Metal,16.895458,29.957417
80s_LOW_06,movie,80s,-38.69272,18.29139
80s_MED_08,bar,80s,42.698742,-4.3859525
Ele_LOW_14,concert,Electronic,-41.39134,-16.630733
Met_MED_19,movie,Metal,-15.548643,-13.3557625
Ele_MED_20,movie,Electronic,-3.8746731,16.383099
80s_LOW_02,concert,80s,-24.166197,-2.1397808
Met_LOW_09,videogame,Metal,14.571121,20.043974
Ele_LOW_09,bar,Electronic,-34.688255,-25.28341
80s_MED_13,videogame,80s,-35.673233,-8.410796
80s_MED_08,bar,80s,38.37118,23.788862
Ele_MED_19,videogame,Electronic,-6.6863055,42.925716
Met_LOW_14,bar,Metal,-7.143136,36.71345
Met_MED_20,concert,Metal,-7.2473054,36.507366
Jaz_LOW_21,concert,Jazz,1.4273875,-8.902813
Jaz_LOW_19,movie,Jazz,-38.489338,-32.326004
80s_LOW_06,movie,80s,-19.23592,-9.779925
Jaz_MED_07,bar,Jazz,-19.07696,-4.9219112
Jaz_MED_02,videogame,Jazz,-30.706005,3.6537533
Jaz_MED_02,videogame,Jazz,-22.908506,-3.6416862
Jaz_LOW_19,movie,Jazz,-0.0060437284,-1.1523002
Met_LOW_14,bar,Metal,-34.16291,1.6351695
Met_MED_20,concert,Metal,14.604076,24.914217
Ele_MED_19,videogame,Electronic,10.938146,-31.463266
Ele_MED_20,movie,Electronic,8.275167,-36.74883
80s_LOW_06,movie,80s,-15.619653,-2.9460115
Jaz_LOW_21,concert,Jazz,25.321558,8.826573
80s_MED_13,videogame,80s,-34.24898,-28.554258
Ele_LOW_09,bar,Electronic,-9.77451,3.110079
Met_LOW_09,videogame,Metal,-25.326603,33.15684
80s_LOW_02,concert,80s,19.574406,19.470564
Ele_LOW_14,concert,Electronic,-3.9235606,-9.75607
Jaz_MED_07,bar,Jazz,43.50947,11.297553
Jaz_LOW_21,concert,Jazz,42.263836,-3.4668684
Ele_MED_20,movie,Electronic,6.4816275,-39.375652
Ele_LOW_09,bar,Electronic,-11.547164,-38.611374
80s_MED_13,videogame,80s,-8.634274,-22.767965
Met_MED_19,movie,Metal,15.900386,30.619781
80s_MED_08,bar,80s,36.228104,-11.632524
80s_LOW_06,movie,80s,-37.809765,23.413729
Jaz_MED_02,videogame,Jazz,1.8910027,38.79564
Jaz_MED_07,bar,Jazz,6.0738983,-32.58774
80s_LOW_02,concert,80s,5.197687,-25.388447
Met_MED_20,concert,Metal,-49.69432,4.9494963
Ele_LOW_09,bar,Electronic,1.4339291,-38.74328
Jaz_MED_02,videogame,Jazz,0.42809135,10.211782
Ele_MED_19,videogame,Electronic,-33.130074,8.697784
Met_MED_19,movie,Metal,-23.867884,-17.747208
80s_MED_08,bar,80s,11.66872,34.380573
80s_MED_13,videogame,80s,-21.606394,-31.199352
Met_LOW_09,videogame,Metal,-24.60457,11.895984
Jaz_MED_07,bar,Jazz,-8.106189,13.799308
Ele_MED_20,movie,Electronic,14.506504,-20.74385
Met_MED_20,concert,Metal,-33.651024,-0.6569086
80s_LOW_06,movie,80s,-41.523514,20.933878
Jaz_MED_02,videogame,Jazz,7.608988,0.4701276
80s_MED_08,bar,80s,27.365013,6.6836195
80s_LOW_02,concert,80s,-24.705519,-5.7871885
Met_LOW_14,bar,Metal,-48.093513,-14.040055
Ele_LOW_14,concert,Electronic,-30.68823,-25.119844
Ele_MED_20,movie,Electronic,27.41365,-18.588985
80s_LOW_06,movie,80s,-20.084993,-10.794834
Met_MED_20,concert,Metal,8.167391,-5.9882755
Ele_MED_19,videogame,Electronic,1.5252383,-9.037324
Jaz_LOW_19,movie,Jazz,-42.010983,-32.70555
Met_MED_19,movie,Metal,8.403838,-5.969365
Ele_LOW_09,bar,Electronic,13.885348,-6.434067
