clip_name,context_word,clip_genre,TSNE1,TSNE2
Jaz_MED_07,bar,Jazz,27.548456,-18.379839
Met_MED_19,movie,Metal,-20.678812,-45.25857
80s_MED_13,videogame,80s,-18.207205,7.124324
Jaz_MED_07,bar,Jazz,22.494678,35.019382
Met_LOW_09,videogame,Metal,-54.200993,-6.950759
Ele_LOW_09,bar,Electronic,19.576399,34.014236
Jaz_LOW_21,concert,Jazz,22.058712,17.413881
80s_LOW_06,movie,80s,23.251858,40.91699
Met_MED_20,concert,Metal,18.121353,-33.52261
80s_MED_08,bar,80s,22.803434,39.68046
Ele_MED_20,movie,Electronic,6.883231,-35.8315
Ele_MED_19,videogame,Electronic,1.7298359,-34.134792
80s_LOW_02,concert,80s,22.417488,42.667156
Ele_LOW_09,bar,Electronic,13.388104,-8.929307
Met_LOW_09,videogame,Metal,7.3138123,-12.224114
Jaz_LOW_19,movie,Jazz,39.73715,21.212595
Met_MED_20,concert,Metal,-15.5112095,13.769497
Ele_MED_19,videogame,Electronic,18.904089,8.111064
Jaz_MED_07,bar,Jazz,-14.68384,17.634272
Met_LOW_14,bar,Metal,-50.198814,-3.69128
Ele_LOW_14,concert,Electronic,-14.994864,17.350935
80s_MED_13,videogame,80s,5.9480004,-10.17529
80s_LOW_06,movie,80s,34.466652,33.502335
80s_MED_08,bar,80s,34.25506,33.256615
80s_LOW_02,concert,80s,30.06062,-18.709616
Ele_MED_20,movie,Electronic,24.086058,-22.486658
Met_MED_19,movie,Metal,-24.635172,13.881012
Ele_MED_19,videogame,Electronic,2.9968526,3.1317267
80s_LOW_06,movie,80s,19.740301,-3.8926816
Jaz_MED_07,bar,Jazz,27.617754,-6.6754856
Jaz_LOW_21,concert,Jazz,-17.055285,-19.202028
Met_LOW_14,bar,Metal,-52.377228,-15.153959
80s_MED_13,videogame,80s,10.728675,-40.276367
80s_MED_08,bar,80s,-11.003076,-10.482462
Met_MED_19,movie,Metal,-41.781204,13.563447
Met_LOW_09,videogame,Metal,6.5757675,-3.3302696
Ele_LOW_14,concert,Electronic,23.134151,28.275095
80s_LOW_02,concert,80s,5.813658,-1.3403549
Ele_LOW_09,bar,Electronic,9.727441,24.379738
80s_LOW_06,movie,80s,5.6685824,2.4628866
Met_LOW_09,videogame,Metal,7.3494534,29.24169
80s_MED_08,bar,80s,-13.34482,-20.548698
Met_MED_20,concert,Metal,6.9444637,28.964424
Jaz_LOW_19,movie,Jazz,-37.286514,9.794988
80s_LOW_02,concert,80s,5.578028,2.7272959
Jaz_MED_07,bar,Jazz,6.2600336,28.54947
Met_LOW_14,bar,Metal,25.191143,20.466963
Ele_MED_19,videogame,Electronic,-23.225475,7.499299
Jaz_MED_02,videogame,Jazz,5.2829504,2.211788
Met_MED_19,movie,Metal,-39.5742,-13.165618
80s_MED_13,videogame,80s,-26.345451,19.738148
80s_MED_08,bar,80s,-18.7655,-21.669065
Ele_MED_19,videogame,Electronic,19.708403,-26.462198
Ele_LOW_09,bar,Electronic,-31.533264,-8.577347
Jaz_LOW_19,movie,Jazz,35.949738,7.5000744
Jaz_MED_07,bar,Jazz,9.037168,-26.863665
Met_LOW_14,bar,Metal,-26.645088,-8.458607
Met_MED_19,movie,Metal,15.286893,22.082754
80s_MED_13,videogame,80s,20.243273,-29.799774
80s_LOW_02,concert,80s,8.74121,-23.103336
Jaz_LOW_21,concert,Jazz,-17.087744,-22.46971
Jaz_MED_02,videogame,Jazz,21.86231,44.509087
80s_LOW_06,movie,80s,-15.583495,-6.664658
Met_MED_20,concert,Metal,34.398075,-5.27943
Met_LOW_09,videogame,Metal,-44.04476,-0.07603687
Ele_LOW_14,concert,Electronic,-29.218637,-35.90873
Met_MED_19,movie,Metal,9.357402,10.503407
Jaz_LOW_21,concert,Jazz,20.835363,3.4988315
Ele_MED_20,movie,Electronic,-31.286333,10.347577
80s_MED_08,bar,80s,-7.1620026,-18.258682
Jaz_MED_02,videogame,Jazz,28.040325,7.314536
Jaz_MED_07,bar,Jazz,27.132223,15.488965
Jaz_LOW_19,movie,Jazz,-25.701878,-0.3447165
Ele_MED_19,videogame,Electronic,-26.156443,25.244362
Met_MED_20,concert,Metal,-37.619507,0.6721278
Met_LOW_09,videogame,Metal,-45.068222,-13.996673
80s_LOW_06,movie,80s,-21.715437,-11.920414
Ele_LOW_14,concert,Electronic,17.691023,33.10258
Ele_LOW_09,bar,Electronic,-14.129962,-48.55162
Met_LOW_14,bar,Metal,40.526436,-4.254405
Met_LOW_09,videogame,Metal,-46.707043,-15.543559
80s_LOW_06,movie,80s,-7.94466,-13.688068
Met_MED_20,concert,Metal,-39.31811,-12.721762
Jaz_LOW_19,movie,Jazz,-21.117098,0.2543551
Jaz_MED_02,videogame,Jazz,9.108313,-29.983698
80s_LOW_02,concert,80s,27.345606,17.387161
80s_MED_13,videogame,80s,-31.59153,-31.00945
Jaz_MED_07,bar,Jazz,30.244118,-16.072489
Met_LOW_09,videogame,Metal,22.805235,19.673004
Jaz_LOW_21,concert,Jazz,-11.887193,-12.533615
80s_MED_13,videogame,80s,32.680176,-1.9400184
80s_MED_08,bar,80s,28.63579,-0.15896825
Ele_LOW_09,bar,Electronic,19.435125,-0.13243677
Ele_MED_20,movie,Electronic,10.823069,-35.847893
Met_MED_19,movie,Metal,12.916216,29.312096
Jaz_MED_02,videogame,Jazz,-12.782853,-12.047264
Ele_MED_19,videogame,Electronic,-44.69904,3.67319
Met_MED_20,concert,Metal,14.078937,29.282425
Jaz_MED_07,bar,Jazz,37.19359,13.846609
Jaz_MED_02,videogame,Jazz,13.953944,-27.772243
80s_LOW_02,concert,80s,-8.557557,21.174475
Met_MED_20,concert,Metal,42.292595,13.338602
Met_LOW_09,videogame,Metal,14.879276,27.70995
Jaz_LOW_21,concert,Jazz,39.94576,27.663506
Met_MED_19,movie,Metal,-48.662045,-8.92046
Jaz_MED_07,bar,Jazz,42.324192,12.999358
80s_MED_13,videogame,80s,20.532322,-29.655996
Ele_LOW_14,concert,Electronic,-40.615547,-15.060439
Ele_LOW_09,bar,Electronic,-17.513676,-46.060696
80s_LOW_06,movie,80s,-40.259315,16.769907
Jaz_LOW_19,movie,Jazz,27.017828,33.925373
Met_LOW_14,bar,Metal,-41.36713,-22.857483
80s_MED_08,bar,80s,-20.985197,-9.809228
80s_LOW_02,concert,80s,19.994772,-25.72201
80s_MED_13,videogame,80s,-10.307603,9.571857
Met_LOW_09,videogame,Metal,-45.338844,-9.0037985
Ele_LOW_14,concert,Electronic,33.205647,30.960707
Met_MED_20,concert,Metal,-49.611633,-8.76504
80s_MED_08,bar,80s,35.395325,-2.704318
80s_LOW_06,movie,80s,-24.114676,-18.752893
Jaz_LOW_19,movie,Jazz,27.762583,35.702133
Met_LOW_14,bar,Metal,-47.571682,-8.052714
Met_MED_19,movie,Metal,-49.89353,-9.316664
Jaz_MED_07,bar,Jazz,-9.312767,20.68732
Jaz_LOW_21,concert,Jazz,32.2841,32.76698
Ele_MED_20,movie,Electronic,34.662262,-3.5877879
Jaz_MED_02,videogame,Jazz,-12.243796,10.851215
Met_LOW_09,videogame,Metal,-38.17592,-8.445616
Ele_MED_20,movie,Electronic,-29.43417,8.842381
Ele_MED_19,videogame,Electronic,-37.73647,14.755744
Jaz_MED_07,bar,Jazz,31.617947,13.988673
Ele_LOW_14,concert,Electronic,19.783611,26.590761
Jaz_MED_02,videogame,Jazz,-45.65186,-18.90559
Jaz_LOW_21,concert,Jazz,-15.335981,35.229053
Ele_LOW_09,bar,Electronic,33.54581,15.354211
80s_LOW_06,movie,80s,-36.888283,18.571104
80s_MED_08,bar,80s,33.229324,11.219098
80s_LOW_02,concert,80s,13.757149,32.45053
Met_MED_20,concert,Metal,6.07781,21.425974
Met_LOW_14,bar,Metal,33.744884,11.645167
Jaz_LOW_19,movie,Jazz,-39.42656,-29.060621
80s_MED_13,videogame,80s,-30.938108,-2.788673
Met_LOW_14,bar,Metal,-33.857063,-5.363794
Ele_MED_20,movie,Electronic,4.9537063,-42.431225
80s_LOW_02,concert,80s,25.788616,12.1442795
Met_MED_20,concert,Metal,-30.442457,-17.76677
Jaz_LOW_19,movie,Jazz,-39.005585,-34.169437
Met_MED_19,movie,Metal,-35.242756,-4.8232384
Ele_LOW_09,bar,Electronic,-14.332638,3.3528168
Ele_MED_19,videogame,Electronic,-18.731901,-30.56752
Met_LOW_09,videogame,Metal,-50.079655,-12.472894
80s_MED_08,bar,80s,-20.531242,14.595081
Jaz_MED_02,videogame,Jazz,-9.364177,-29.689049
80s_MED_13,videogame,80s,-22.6656,-30.950108
Ele_LOW_14,concert,Electronic,21.685387,6.1691093
Jaz_LOW_19,movie,Jazz,-28.412525,1.2436574
80s_MED_08,bar,80s,17.097553,9.784986
Jaz_LOW_21,concert,Jazz,-28.352491,3.6950972
Ele_MED_19,videogame,Electronic,-45.613247,1.2293315
Met_LOW_09,videogame,Metal,-12.463749,27.234812
Jaz_MED_07,bar,Jazz,-14.249306,26.7324
Met_MED_20,concert,Metal,-30.265099,-17.668531
Met_LOW_14,bar,Metal,-11.527269,-20.032988
Ele_LOW_09,bar,Electronic,-52.809883,-10.882702
80s_LOW_06,movie,80s,-13.823348,17.895237
Met_MED_19,movie,Metal,-29.98119,-18.013094
Jaz_MED_02,videogame,Jazz,25.326708,-3.3534336
Ele_MED_20,movie,Electronic,19.080498,-21.834211
Met_MED_19,movie,Metal,10.8706045,-3.8298883
Jaz_MED_07,bar,Jazz,28.79817,-11.453128
80s_MED_08,bar,80s,37.15187,-1.297274
Ele_MED_19,videogame,Electronic,-45.12801,-23.724619
Ele_LOW_09,bar,Electronic,-19.36217,-41.22606
80s_LOW_06,movie,80s,20.133953,-38.338894
Jaz_LOW_21,concert,Jazz,12.332808,26.663645
Met_LOW_09,videogame,Metal,-40.742065,-13.385618
Jaz_MED_02,videogame,Jazz,32.219223,6.6454816
Jaz_LOW_19,movie,Jazz,31.327438,30.09249
Ele_LOW_14,concert,Electronic,-39.40613,-25.603737
80s_LOW_02,concert,80s,0.7240869,43.93356
Met_MED_20,concert,Metal,-30.52198,-23.080786
80s_MED_13,videogame,80s,-4.3908415,-10.969327
Met_LOW_14,bar,Metal,-33.74079,-5.3483047
Met_LOW_14,bar,Metal,33.43869,35.543617
Met_MED_19,movie,Metal,36.86053,22.003065
80s_MED_13,videogame,80s,24.448532,-26.270592
Jaz_MED_02,videogame,Jazz,-22.043032,-2.388717
Ele_LOW_14,concert,Electronic,-4.0966177,-18.996931
Jaz_LOW_21,concert,Jazz,51.64967,-0.99160194
80s_LOW_02,concert,80s,-19.956871,-1.4760554
Jaz_MED_07,bar,Jazz,30.913813,4.001338
Met_MED_20,concert,Metal,11.739476,5.003502
80s_LOW_06,movie,80s,-15.591039,-6.8451614
80s_MED_08,bar,80s,-15.51763,-8.963448
Met_LOW_09,videogame,Metal,-44.8252,-6.4080296
Ele_LOW_09,bar,Electronic,-42.17126,-18.10272
Met_LOW_09,videogame,Metal,-48.889423,-16.474186
Jaz_LOW_19,movie,Jazz,-27.25785,-15.065007
Jaz_MED_07,bar,Jazz,-24.234701,-10.399603
80s_LOW_02,concert,80s,0.86133236,31.03433
Ele_LOW_09,bar,Electronic,-18.845856,-42.078533
Jaz_MED_02,videogame,Jazz,-35.109226,-8.148878
Met_MED_19,movie,Metal,-31.2082,-25.414093
80s_MED_13,videogame,80s,1.1914829,30.943619
Ele_LOW_14,concert,Electronic,-29.340155,-34.88067
Met_LOW_14,bar,Metal,-18.676817,1.2136247
80s_MED_08,bar,80s,-16.265808,-25.086756
Met_MED_20,concert,Metal,-41.406975,-10.188648
80s_LOW_06,movie,80s,-13.153618,-17.927017
Ele_MED_20,movie,Electronic,-26.444815,-25.80126
Jaz_LOW_21,concert,Jazz,0.058235474,29.153902
Ele_MED_19,videogame,Electronic,-2.0999806,6.1816783
Jaz_MED_02,videogame,Jazz,30.985573,-18.333902
80s_MED_13,videogame,80s,-4.4211197,-12.398517
Ele_LOW_09,bar,Electronic,4.796606,-6.3012366
Met_LOW_14,bar,Metal,8.771598,6.4090877
Met_MED_20,concert,Metal,7.9719296,-4.4008293
Jaz_LOW_21,concert,Jazz,-15.1054,-12.913431
Met_LOW_09,videogame,Metal,-1.073992,-6.907333
Jaz_MED_07,bar,Jazz,30.802797,-18.779413
Ele_LOW_14,concert,Electronic,3.599513,-8.280222
Jaz_LOW_19,movie,Jazz,7.7271895,-8.88086
Met_MED_19,movie,Metal,7.911368,-10.535085
Ele_LOW_14,concert,Electronic,-22.152336,20.141151
Met_MED_19,movie,Metal,9.547039,3.7478435
Ele_MED_19,videogame,Electronic,18.919155,-26.628237
Jaz_LOW_19,movie,Jazz,-31.410467,-12.46115
Jaz_MED_07,bar,Jazz,-26.471563,1.1262733
Met_LOW_09,videogame,Metal,-10.998777,-5.815502
Met_LOW_14,bar,Metal,-41.84246,-28.953285
Jaz_MED_02,videogame,Jazz,26.49558,3.4573972
Met_MED_20,concert,Metal,3.0605028,28.91566
Jaz_LOW_21,concert,Jazz,-13.882042,31.428253
Met_LOW_09,videogame,Metal,12.249846,39.24087
Met_MED_19,movie,Metal,-42.086903,0.64923155
Jaz_MED_02,videogame,Jazz,0.5793985,6.94175
Met_MED_20,concert,Metal,12.322937,33.459988
80s_MED_13,videogame,80s,-20.05012,19.331278
Ele_LOW_14,concert,Electronic,28.711758,17.815289
Jaz_LOW_19,movie,Jazz,12.658618,28.49
80s_MED_08,bar,80s,41.817284,8.582879
Jaz_MED_07,bar,Jazz,45.643642,2.7134488
Met_LOW_14,bar,Metal,2.032838,21.240211
Jaz_MED_07,bar,Jazz,25.255392,4.6654053
80s_LOW_02,concert,80s,19.818869,21.073406
Jaz_LOW_21,concert,Jazz,21.221325,23.516644
Jaz_LOW_19,movie,Jazz,-22.935246,-17.838802
Ele_MED_20,movie,Electronic,27.817415,-22.448072
Met_MED_20,concert,Metal,-25.085567,-14.509793
Met_LOW_09,videogame,Metal,6.2383447,21.01815
80s_LOW_06,movie,80s,-16.909447,-11.560825
Ele_MED_19,videogame,Electronic,22.005482,-11.898872
Jaz_MED_02,videogame,Jazz,29.923542,33.084885
80s_MED_13,videogame,80s,-18.493547,-22.780478
Met_MED_19,movie,Metal,-2.1265275,-0.51743275
Ele_MED_20,movie,Electronic,7.2886,9.232835
Ele_LOW_14,concert,Electronic,10.373181,8.013493
Jaz_LOW_21,concert,Jazz,39.50313,-20.52238
80s_LOW_06,movie,80s,44.390152,2.3961568
Met_MED_20,concert,Metal,-7.7635803,7.168928
80s_LOW_02,concert,80s,-11.396585,18.494408
Jaz_LOW_19,movie,Jazz,43.94606,2.020456
80s_MED_08,bar,80s,7.2160335,9.198139
Met_LOW_14,bar,Metal,41.483814,22.525816
Met_LOW_09,videogame,Metal,-7.616195,16.899979
Met_MED_19,movie,Metal,-12.337447,20.975492
Met_LOW_09,videogame,Metal,-32.717407,22.631826
Ele_LOW_09,bar,Electronic,27.196596,30.779633
80s_MED_13,videogame,80s,23.194422,-6.555293
Ele_MED_20,movie,Electronic,-17.85305,0.9536928
80s_LOW_06,movie,80s,-6.404702,15.770671
Met_MED_19,movie,Metal,-17.759516,-45.329407
Jaz_LOW_21,concert,Jazz,28.78917,42.834682
80s_LOW_02,concert,80s,37.613777,15.482331
Jaz_MED_02,videogame,Jazz,45.606754,13.659756
Ele_MED_19,videogame,Electronic,14.468957,-1.5179404
Met_MED_20,concert,Metal,4.83479,-0.28179535
Ele_LOW_14,concert,Electronic,37.648357,15.758729
Jaz_LOW_19,movie,Jazz,0.031364072,36.66699
Met_LOW_14,bar,Metal,47.86153,4.7625136
80s_MED_08,bar,80s,22.362825,44.602486
Jaz_MED_07,bar,Jazz,36.183273,27.796257
Jaz_LOW_21,concert,Jazz,-12.282225,-13.455988
Met_LOW_14,bar,Metal,-49.267563,-14.979467
Ele_MED_20,movie,Electronic,34.7535,-21.67376
Jaz_MED_02,videogame,Jazz,-5.808409,43.12271
Ele_LOW_14,concert,Electronic,-41.344875,-29.927505
Ele_MED_19,videogame,Electronic,-9.749482,33.90773
Jaz_LOW_19,movie,Jazz,-26.204891,2.3796544
80s_LOW_02,concert,80s,12.252849,-24.633202
Jaz_MED_07,bar,Jazz,8.56156,-9.455428
Ele_LOW_09,bar,Electronic,-35.93107,-18.213905
80s_MED_13,videogame,80s,-26.158396,-24.648357
Met_LOW_09,videogame,Metal,-48.016113,-12.818653
Jaz_LOW_21,concert,Jazz,-5.818881,-27.71395
Jaz_MED_02,videogame,Jazz,-20.836735,12.194054
80s_MED_13,videogame,80s,-33.782043,-29.610722
Ele_MED_19,videogame,Electronic,-30.2957,9.435201
80s_LOW_02,concert,80s,31.242855,-21.20731
Met_MED_20,concert,Metal,0.4030537,14.171493
Jaz_LOW_19,movie,Jazz,-2.3988702,-7.3301125
Jaz_MED_07,bar,Jazz,30.61299,-22.476143
80s_LOW_06,movie,80s,-21.608667,-9.484223
Jaz_MED_02,videogame,Jazz,-9.63784,-29.641844
Met_LOW_09,videogame,Metal,-6.022578,12.940074
80s_LOW_06,movie,80s,-16.638737,-9.712171
Jaz_LOW_21,concert,Jazz,-22.943947,20.175268
Met_LOW_14,bar,Metal,-2.2609565,11.628253
Met_MED_19,movie,Metal,-23.567904,20.03963
80s_MED_13,videogame,80s,-40.102077,-28.385267
Ele_LOW_14,concert,Electronic,-35.321075,-30.615734
Ele_LOW_09,bar,Electronic,-21.299423,15.906624
Met_MED_20,concert,Metal,3.9921522,-4.7353864
Ele_MED_20,movie,Electronic,-4.4217596,46.39965
Ele_MED_19,videogame,Electronic,-36.87602,14.1832485
Ele_MED_20,movie,Electronic,31.051968,-23.591862
80s_LOW_02,concert,80s,32.43248,-22.608616
Jaz_LOW_21,concert,Jazz,7.037638,9.910922
80s_MED_13,videogame,80s,13.338436,-15.623437
Ele_LOW_09,bar,Electronic,23.503271,16.335987
Jaz_MED_02,videogame,Jazz,-10.334005,16.050303
Met_LOW_14,bar,Metal,7.7571664,12.39126
Jaz_LOW_19,movie,Jazz,-20.736778,23.225527
Ele_LOW_14,concert,Electronic,-19.18199,-17.507261
80s_MED_08,bar,80s,-6.2588615,6.7294164
Jaz_MED_07,bar,Jazz,-10.752747,6.981477
Ele_MED_19,videogame,Electronic,7.3206167,10.194364
Met_MED_19,movie,Metal,32.431282,-22.608965
80s_MED_13,videogame,80s,-48.894444,-23.274223
Ele_MED_19,videogame,Electronic,-16.677898,-29.945532
80s_LOW_02,concert,80s,19.357868,24.427132
Ele_LOW_09,bar,Electronic,24.198076,20.972918
Met_LOW_14,bar,Metal,28.814333,28.612673
Ele_LOW_14,concert,Electronic,26.846497,18.764826
Jaz_MED_07,bar,Jazz,47.170486,-1.0436052
Jaz_LOW_21,concert,Jazz,34.528778,-8.097249
80s_LOW_06,movie,80s,33.34443,17.815025
Met_MED_19,movie,Metal,-16.505817,-41.38625
Jaz_LOW_19,movie,Jazz,8.704212,-34.805645
Ele_MED_19,videogame,Electronic,5.131117,5.7946296
Met_LOW_09,videogame,Metal,3.4305186,21.282581
Ele_MED_20,movie,Electronic,23.787941,-34.29216
80s_MED_13,videogame,80s,-20.70774,-14.615217
Jaz_MED_02,videogame,Jazz,47.222343,-0.7029242
Met_MED_20,concert,Metal,12.249757,39.248455
Ele_MED_19,videogame,Electronic,-17.152546,7.045797
Jaz_LOW_21,concert,Jazz,-14.069022,-25.430162
Ele_MED_20,movie,Electronic,40.859104,2.5472562
Met_LOW_09,videogame,Metal,-44.836624,-4.9346495
80s_MED_08,bar,80s,-4.540969,28.912054
Jaz_MED_02,videogame,Jazz,4.580796,-35.37219
Met_MED_19,movie,Metal,35.6363,-2.3335059
80s_LOW_06,movie,80s,17.41945,0.8204806
Met_LOW_14,bar,Metal,35.866318,17.125534
80s_MED_13,videogame,80s,30.955748,-19.26296
Ele_MED_19,videogame,Electronic,9.496571,-35.1919
Ele_LOW_14,concert,Electronic,20.000767,21.908926
Met_LOW_14,bar,Metal,19.466372,14.920426
Met_LOW_09,videogame,Metal,-42.583347,15.543992
80s_LOW_02,concert,80s,18.01229,20.588823
Jaz_LOW_21,concert,Jazz,13.23865,28.028448
Ele_MED_20,movie,Electronic,33.250317,-14.738014
80s_MED_08,bar,80s,30.11405,35.74142
Met_MED_20,concert,Metal,20.756165,20.953302
Jaz_LOW_19,movie,Jazz,-38.707783,-32.830135
Jaz_MED_07,bar,Jazz,13.744125,14.644601
80s_MED_13,videogame,80s,21.498566,-5.0179596
80s_LOW_06,movie,80s,-40.295994,16.23126
Ele_MED_20,movie,Electronic,19.543747,-4.1128974
Jaz_LOW_21,concert,Jazz,-2.9119098,6.9669876
Met_LOW_09,videogame,Metal,-32.33223,-7.682853
Met_MED_20,concert,Metal,12.569076,24.614416
80s_LOW_06,movie,80s,2.4301374,25.279034
Ele_MED_19,videogame,Electronic,-36.90452,-3.2228389
Met_MED_19,movie,Metal,12.699962,-6.4816794
Jaz_MED_02,videogame,Jazz,36.58615,38.251747
80s_LOW_02,concert,80s,11.930122,21.051903
80s_MED_08,bar,80s,-5.8045216,-11.37981
Ele_LOW_09,bar,Electronic,25.181343,14.6937475
Jaz_LOW_19,movie,Jazz,32.801334,23.932373
Jaz_MED_07,bar,Jazz,40.202286,-10.604494
Ele_LOW_14,concert,Electronic,28.731361,24.034555
Jaz_LOW_19,movie,Jazz,20.821861,-37.995235
Met_MED_19,movie,Metal,-20.318958,-13.749833
80s_MED_08,bar,80s,22.241129,-36.09126
Ele_MED_19,videogame,Electronic,13.660278,35.092216
Met_LOW_14,bar,Metal,-44.994213,-1.759362
80s_LOW_06,movie,80s,-2.1809063,-13.28534
Jaz_LOW_21,concert,Jazz,28.250105,42.44073
Met_MED_20,concert,Metal,-6.2397413,-36.889835
80s_LOW_02,concert,80s,21.975893,39.46685
Jaz_MED_02,videogame,Jazz,22.31788,24.794382
Ele_MED_20,movie,Electronic,-11.00846,-20.02298
Met_LOW_09,videogame,Metal,-26.566923,27.888792
